lower,higher,freq,webID,hood,site
Wood.Sorrel,Halictus.confusus,1,LATE,DS,t4
Queen.Annes.Lace,Halictus.confusus,1,LATE,FA,t1
Horseweed,Halictus.confusus,1,LATE,GL,t8
Chichory,Halictus.confusus,1,LATE,HO,t1
Horseweed,Halictus.confusus,1,LATE,HO,t6
Wood.Sorrel,Halictus.confusus,2,LATE,HO,t6
Dogbane,Halictus.confusus,1,LATE,SV,t4
Downy.Wood.Mint,Halictus.confusus,1,LATE,SV,t8
Red.Clover,Halictus.confusus,1,LATE,SV,t8
Chichory,Halictus.confusus,1,LATE,TR,t8
Chichory,Halictus.ligatus,1,EARLY,FA,t6
Sowthistle,Halictus.ligatus,1,EARLY,FA,t6
Chichory,Halictus.ligatus,1,EARLY,SV,t1
Yarrow,Halictus.ligatus,2,EARLY,SV,t4
Chichory,Halictus.ligatus,1,LATE,BU,t6
Chichory,Halictus.ligatus,1,LATE,CE,t4
Yarrow,Halictus.ligatus,1,LATE,DS,t4
Yarrow,Halictus.ligatus,1,LATE,GL,t4
Chichory,Halictus.ligatus,1,LATE,HO,t1
Horseweed,Halictus.ligatus,1,LATE,HO,t6
White.Clover,Halictus.rubicundus,1,EARLY,BU,t1
Mallow,Halictus.rubicundus,1,EARLY,CE,t4
Chichory,Halictus.rubicundus,1,LATE,BU,t1
Queen.Annes.Lace,Halictus.rubicundus,1,LATE,FA,t1
Dogbane,Heriades.carinata,1,LATE,SV,t4
Queen.Annes.Lace,Hylaeus.affinis.modestus,1,EARLY,SV,t4
Yarrow,Hylaeus.affinis.modestus,1,EARLY,SV,t4
Purple.Thistle,Hylaeus.affinis.modestus,1,EARLY,TR,t8
Queen.Annes.Lace,Hylaeus.affinis.modestus,2,LATE,BU,t2
Narrow.Leaf.Plantain,Hylaeus.affinis.modestus,1,LATE,BU,t6
Queen.Annes.Lace,Hylaeus.affinis.modestus,5,LATE,BU,t8
Queen.Annes.Lace,Hylaeus.affinis.modestus,2,LATE,CE,t6
Narrow.Leaf.Plantain,Hylaeus.affinis.modestus,1,LATE,CE,t8
Queen.Annes.Lace,Hylaeus.affinis.modestus,2,LATE,CE,t8
Queen.Annes.Lace,Hylaeus.affinis.modestus,2,LATE,DS,t6
Queen.Annes.Lace,Hylaeus.affinis.modestus,3,LATE,FA,t1
Unknown.Aster,Hylaeus.affinis.modestus,3,LATE,FA,t1
Queen.Annes.Lace,Hylaeus.affinis.modestus,5,LATE,FA,t4
Queen.Annes.Lace,Hylaeus.affinis.modestus,7,LATE,FA,t6
Hibiscus,Hylaeus.affinis.modestus,1,LATE,GL,t4
Queen.Annes.Lace,Hylaeus.affinis.modestus,1,LATE,GL,t6
Narrow.Leaf.Plantain,Hylaeus.affinis.modestus,1,LATE,GL,t8
Horseweed,Hylaeus.affinis.modestus,1,LATE,HO,t6
Narrow.Leaf.Plantain,Hylaeus.affinis.modestus,2,LATE,HO,t6
Red.Clover,Hylaeus.affinis.modestus,1,LATE,HO,t6
Queen.Annes.Lace,Hylaeus.affinis.modestus,1,LATE,SV,t1
Queen.Annes.Lace,Hylaeus.affinis.modestus,5,LATE,SV,t2
Queen.Annes.Lace,Hylaeus.affinis.modestus,1,LATE,SV,t4
Queen.Annes.Lace,Hylaeus.affinis.modestus,1,LATE,SV,t6
Queen.Annes.Lace,Hylaeus.affinis.modestus,2,LATE,TR,t8
Queen.Annes.Lace,Hylaeus.fedorica,1,EARLY,BU,t2
Queen.Annes.Lace,Hylaeus.fedorica,1,EARLY,FA,t6
Queen.Annes.Lace,Hylaeus.fedorica,1,LATE,BU,t8
Queen.Annes.Lace,Hylaeus.fedorica,1,LATE,CE,t8
Yarrow,Hylaeus.hyalinatus,1,EARLY,BU,t4
Queen.Annes.Lace,Hylaeus.hyalinatus,1,EARLY,FA,t6
Pennycress,Hylaeus.hyalinatus,1,EARLY,TR,t6
Purple.Thistle,Hylaeus.hyalinatus,2,EARLY,TR,t8
Queen.Annes.Lace,Hylaeus.hyalinatus,1,LATE,BU,t2
Queen.Annes.Lace,Hylaeus.hyalinatus,3,LATE,BU,t4
Queen.Annes.Lace,Hylaeus.hyalinatus,3,LATE,CE,t6
Queen.Annes.Lace,Hylaeus.hyalinatus,3,LATE,FA,t1
Queen.Annes.Lace,Hylaeus.hyalinatus,3,LATE,FA,t4
Queen.Annes.Lace,Hylaeus.hyalinatus,2,LATE,FA,t6
Queen.Annes.Lace,Hylaeus.hyalinatus,1,LATE,SV,t1
Queen.Annes.Lace,Hylaeus.hyalinatus,1,LATE,SV,t2
Queen.Annes.Lace,Hylaeus.hyalinatus,1,LATE,TR,t6
Queen.Annes.Lace,Hylaeus.leptocephalus,1,EARLY,FA,t6
Queen.Annes.Lace,Hylaeus.leptocephalus,1,LATE,CE,t6
Purple.Thistle,Hylaeus.leptocephalus,2,LATE,DS,t4
Queen.Annes.Lace,Hylaeus.leptocephalus,1,LATE,FA,t1
Frost.Aster,Hylaeus.leptocephalus,1,LATE,TR,t6
Queen.Annes.Lace,Hylaeus.mesillae,1,LATE,CE,t6
Queen.Annes.Lace,Hylaeus.mesillae,1,LATE,CE,t8
Queen.Annes.Lace,Hylaeus.mesillae,1,LATE,FA,t4
Queen.Annes.Lace,Hylaeus.mesillae,1,LATE,SV,t1
Queen.Annes.Lace,Hylaeus.modestus,2,EARLY,BU,t2
Pennycress,Hylaeus.modestus,1,EARLY,TR,t6
Queen.Annes.Lace,Hylaeus.modestus,1,LATE,BU,t8
Queen.Annes.Lace,Hylaeus.modestus,2,LATE,CE,t8
Queen.Annes.Lace,Hylaeus.modestus,3,LATE,DS,t6
Queen.Annes.Lace,Hylaeus.modestus,1,LATE,FA,t6
Queen.Annes.Lace,Hylaeus.modestus,1,LATE,SV,t4
Queen.Annes.Lace,Hylaeus.pictipes,1,EARLY,BU,t2
Birdsfoot.Trefoil,Hylaeus.pictipes,1,EARLY,BU,t4
Yarrow,Hylaeus.pictipes,1,EARLY,BU,t4
Queen.Annes.Lace,Hylaeus.pictipes,1,LATE,BU,t4
Queen.Annes.Lace,Hylaeus.pictipes,1,LATE,CE,t6
Queen.Annes.Lace,Hylaeus.pictipes,2,LATE,FA,t1
Queen.Annes.Lace,Hylaeus.pictipes,1,LATE,GL,t4
Queen.Annes.Lace,Hylaeus.pictipes,2,LATE,HO,t6
Queen.Annes.Lace,Hylaeus.pictipes,2,LATE,SV,t4
Queen.Annes.Lace,Hylaeus.pictipes,1,LATE,TR,t8
Chichory,Lasioglossum.coriaceum,1,LATE,BU,t8
Chichory,Lasioglossum.coriaceum,1,LATE,BU,t8
White.Snakeroot,Lasioglossum.coriaceum,1,LATE,SV,t1
Black.Medic,Lasioglossum.Dialictus.bruneri,1,EARLY,TR,t6
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.cattellae,1,EARLY,BU,t4
Field.Bindweed,Lasioglossum.Dialictus.ephialtum,1,EARLY,DS,t1
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.ephialtum,1,EARLY,DS,t1
Chichory,Lasioglossum.Dialictus.ephialtum,1,EARLY,FA,t6
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.ephialtum,1,EARLY,TR,t6
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.ephialtum,2,LATE,DS,t8
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.ephialtum,1,LATE,FA,t6
Common.Milkweed,Lasioglossum.Dialictus.ephialtum,2,LATE,SV,t8
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.ephialtum,2,LATE,TR,t6
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.hitchensi,1,LATE,TR,t6
Chichory,Lasioglossum.Dialictus.imitatum,1,EARLY,SV,t1
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.imitatum,1,EARLY,SV,t1
Pennycress,Lasioglossum.Dialictus.imitatum,1,EARLY,TR,t6
Black.Medic,Lasioglossum.Dialictus.imitatum,1,EARLY,TR,t8
Purple.Thistle,Lasioglossum.Dialictus.imitatum,2,EARLY,TR,t8
Chichory,Lasioglossum.Dialictus.imitatum,1,LATE,BU,t1
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.imitatum,1,LATE,BU,t6
Horseweed,Lasioglossum.Dialictus.imitatum,1,LATE,DS,t4
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.imitatum,1,LATE,DS,t6
Queen.Annes.Lace,Lasioglossum.Dialictus.imitatum,1,LATE,DS,t6
Small.pink.Knotweed,Lasioglossum.Dialictus.imitatum,1,LATE,DS,t6
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.imitatum,1,LATE,FA,t1
Queen.Annes.Lace,Lasioglossum.Dialictus.imitatum,1,LATE,FA,t1
Unknown.Aster,Lasioglossum.Dialictus.imitatum,2,LATE,FA,t6
Horseweed,Lasioglossum.Dialictus.imitatum,1,LATE,HO,t6
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.imitatum,2,LATE,SV,t2
Downy.Wood.Mint,Lasioglossum.Dialictus.imitatum,1,LATE,SV,t8
Chichory,Lasioglossum.Dialictus.laevissimum,1,EARLY,BU,t2
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.laevissimum,1,LATE,BU,t1
Red.Clover,Lasioglossum.Dialictus.laevissimum,1,LATE,TR,t6
Black.Medic,Lasioglossum.Dialictus.lineatulum,1,EARLY,BU,t4
Chichory,Lasioglossum.Dialictus.pilosum,1,EARLY,FA,t6
Sowthistle,Lasioglossum.Dialictus.pilosum,1,EARLY,FA,t6
Prickly.lettuce,Lasioglossum.Dialictus.pilosum,1,LATE,CE,t4
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.pilosum,1,LATE,HO,t1
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.pilosum,1,LATE,HO,t2
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.pilosum,2,LATE,HO,t6
Common.Milkweed,Lasioglossum.Dialictus.pilosum,1,LATE,SV,t8
Downy.Wood.Mint,Lasioglossum.Dialictus.pilosum,2,LATE,SV,t8
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.smilacine,1,EARLY,BU,t1
Chichory,Lasioglossum.Dialictus.smilacine,1,EARLY,TR,t2
Purple.Thistle,Lasioglossum.Dialictus.smilacine,1,EARLY,TR,t8
White.Snakeroot,Lasioglossum.Dialictus.smilacine,1,LATE,SV,t1
Black.Medic,Lasioglossum.Dialictus.spp.,1,EARLY,BU,t4
Black.Medic,Lasioglossum.Dialictus.spp.,1,EARLY,CE,t4
Red.Clover,Lasioglossum.Dialictus.spp.,1,EARLY,DS,t1
Purple.Thistle,Lasioglossum.Dialictus.spp.,1,EARLY,TR,t8
Chichory,Lasioglossum.Dialictus.spp.,1,LATE,BU,t1
Queen.Annes.Lace,Lasioglossum.Dialictus.spp.,1,LATE,BU,t2
Chichory,Lasioglossum.Dialictus.spp.,1,LATE,BU,t8
Chichory,Lasioglossum.Dialictus.spp.,1,LATE,CE,t2
Frost.Aster,Lasioglossum.Dialictus.spp.,2,LATE,CE,t2
Mallow,Lasioglossum.Dialictus.spp.,4,LATE,CE,t4
Field.Bindweed,Lasioglossum.Dialictus.spp.,2,LATE,DS,t1
Narrow.Leaf.Plantain,Lasioglossum.Dialictus.spp.,1,LATE,DS,t4
Wood.Sorrel,Lasioglossum.Dialictus.spp.,1,LATE,DS,t4
